case_id,case_family,category,query,expected_action,expected_reason,actual_action,actual_reason,claim_recall_pct,context_precision_pct,faithfulness_pct,claim_f1_pct,nrr_correct,retrieval_attempt,retrieval_status,retry_used,retry_outcome,packed_context_count,packed_context_chars,candidate_count,gold_candidate_hits,gold_pack_hits,pipeline_fingerprint,requested_provider,requested_model,actual_provider,actual_model,llm_fallback_used,primary_classification,root_cause_layer,severity,secondary_flags,baseline_case_delta,baseline_comparison,evidence_summary,audit_notes
ANS-MUL-008,answerable_multi_turn,follow_up_continuity,Với mỹ phẩm trang điểm thì áp dụng nguyên tắc chăm sóc nào?,generate,,generate,evidence_sufficient,66.66666666666666,14.285714285714285,83.33333333333334,26.666666666666668,,1,ok,false,,7,5826,23,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_RETRIEVAL_UNDERCOVERAGE,retrieval,MEDIUM,high_faithfulness|low_claim_recall|low_context_precision|multi_turn|retrieval_noise,"{""claim_f1"": 26.6667, ""claim_recall"": 66.6667, ""context_precision"": 14.2857, ""faithfulness"": 83.3333}",IMPROVED,"gold_ids=1; candidate_hits=0; pack_hits=0; CR=66.66666666666666; response_recall=0.6667; response_precision=0.1667; faithfulness=83.33333333333334; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Packed evidence did not cover all gold claims and no additional exact gold provenance was available to the packer.
ANS-MUL-009,answerable_multi_turn,follow_up_continuity,Nếu dấu này tồn tại lâu sau khi hết mụn thì lúc nào cần chuyên khoa?,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,2,ok,true,final_action_incorrect,8,4536,34,0,0,5991f3c8effb67091fd6274c,,,system,,false,SYSTEM_BUG_MULTI_TURN_CONTEXT,multi_turn,MEDIUM,false_abstention|full_8_item_pack|low_claim_recall|low_context_precision|low_faithfulness|multi_turn|retrieval_noise|retry_used,"{""claim_f1"": 0.0, ""claim_recall"": 0.0, ""context_precision"": 0.0, ""faithfulness"": -33.3333}",REGRESSED,"gold_ids=1; candidate_hits=0; pack_hits=0; CR=0.0; response_recall=0.0000; response_precision=0.0000; faithfulness=0.0; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'retry', 'abstain']",Dialogue handling produced an immediate or repeated evidence-gap abstention for an answerable follow-up.
ANS-MUL-010,answerable_multi_turn,explicit_topic_switch,Còn isotretinoin thì vì sao phải quản lý nguy cơ thai kỳ và tâm thần?,generate,,,,0.0,0.0,0.0,0.0,,0,not_started,false,,0,0,0,0,0,5991f3c8effb67091fd6274c,,,system,,false,SYSTEM_BUG_SAFETY_SHORT_CIRCUIT,safety,HIGH,low_claim_recall|low_context_precision|low_faithfulness|multi_turn|safety_short_circuit|structured_action_missing,"{""claim_f1"": 0.0, ""claim_recall"": 0.0, ""context_precision"": 0.0, ""faithfulness"": 0.0}",UNCHANGED,gold_ids=2; candidate_hits=0; pack_hits=0; CR=0.0; response_recall=0.0000; response_precision=0.0000; faithfulness=0.0; assessment=None; decisions=[],A deterministic safety answer bypassed retrieval and left action/reason unset.
ANS-MUL-011,answerable_multi_turn,explicit_topic_switch,Chuyển sang chuyện đi khám: thể nào cần chuyển ngay và sẹo kéo dài liên quan chuyên khoa ra sao?,generate,,generate,evidence_sufficient,60.0,66.66666666666666,100.0,26.08695652173913,,1,ok,false,,3,5823,29,2,1,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_PACKER_SELECTION,packing,MEDIUM,gold_missing_from_pack|high_faithfulness|low_claim_recall|multi_turn|retrieval_gold_hit,"{""claim_f1"": 26.087, ""claim_recall"": 60.0, ""context_precision"": 66.6667, ""faithfulness"": 8.3333}",IMPROVED,"gold_ids=2; candidate_hits=2; pack_hits=1; CR=60.0; response_recall=0.6000; response_precision=0.1667; faithfulness=100.0; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",At least one canonical gold chunk was a candidate but was not retained in the final pack.
ANS-MUL-012,answerable_multi_turn,explicit_topic_switch,"Riêng routine hằng ngày, nên rửa mặt thế nào và nếu dễ kích ứng thì bắt đầu BP ra sao?",generate,,generate,evidence_sufficient,25.0,33.33333333333333,100.0,11.111111111111112,,1,ok,false,,3,5986,28,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.1-flash-lite,true,SYSTEM_BUG_MULTI_TURN_CONTEXT,multi_turn,MEDIUM,generation_omission|high_faithfulness|low_claim_recall|multi_turn|provider_fallback|retrieval_noise,"{""claim_f1"": 11.1111, ""claim_recall"": 25.0, ""context_precision"": 33.3333, ""faithfulness"": 7.6923}",IMPROVED,"gold_ids=2; candidate_hits=0; pack_hits=0; CR=25.0; response_recall=0.2500; response_precision=0.0714; faithfulness=100.0; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",The follow-up/topic-isolation path did not preserve all required current-turn evidence or claims.
ANS-MUL-013,answerable_multi_turn,repeated_question_history_isolation,Nhắc lại giúp tôi: vì sao không nên cạy hoặc gãi các nốt mụn?,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,0,not_started,false,,0,0,0,0,0,5991f3c8effb67091fd6274c,,,system,,false,SYSTEM_BUG_MULTI_TURN_CONTEXT,multi_turn,MEDIUM,false_abstention|low_claim_recall|low_context_precision|low_faithfulness|multi_turn,"{""claim_f1"": 0.0, ""claim_recall"": -100.0, ""context_precision"": -37.5, ""faithfulness"": -28.5714}",REGRESSED,gold_ids=1; candidate_hits=0; pack_hits=0; CR=0.0; response_recall=0.0000; response_precision=0.0000; faithfulness=0.0; assessment=None; decisions=['abstain'],Dialogue handling produced an immediate or repeated evidence-gap abstention for an answerable follow-up.
ANS-MUL-014,answerable_multi_turn,repeated_question_history_isolation,Tóm lại sau khi khỏi mụn có bắt buộc phải dùng thuốc duy trì mãi không?,generate,,generate,evidence_sufficient,100.0,66.66666666666666,100.0,50.0,,1,ok,false,,3,5950,27,1,1,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,PASS,none,,high_claim_recall|high_faithfulness|multi_turn|retrieval_gold_hit,"{""claim_f1"": 50.0, ""claim_recall"": 0.0, ""context_precision"": 54.1667, ""faithfulness"": 20.0}",IMPROVED,"gold_ids=1; candidate_hits=1; pack_hits=1; CR=100.0; response_recall=1.0000; response_precision=0.3333; faithfulness=100.0; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Behavior and evidence are substantively aligned with the benchmark.
ANS-MUL-015,answerable_multi_turn,repeated_question_history_isolation,Trả lời lại thật gọn: màu đen đó có phải là bụi bẩn không?,generate,,generate,evidence_sufficient,0.0,0.0,75.0,33.33333333333333,,1,ok,false,,8,4952,27,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_MULTI_TURN_CONTEXT,multi_turn,MEDIUM,full_8_item_pack|generation_omission|high_faithfulness|low_claim_recall|low_context_precision|multi_turn|retrieval_noise,"{""claim_f1"": -6.6667, ""claim_recall"": 0.0, ""context_precision"": 0.0, ""faithfulness"": 8.3333}",UNCHANGED,"gold_ids=1; candidate_hits=0; pack_hits=0; CR=0.0; response_recall=0.5000; response_precision=0.2500; faithfulness=75.0; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",The follow-up/topic-isolation path did not preserve all required current-turn evidence or claims.
GAP-ABS-001,evidence_gap,unsupported_absolute_certainty_guarantee,Benzoyl peroxide có bảo đảm chữa khỏi mụn vĩnh viễn cho mọi người không?,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,1,ok,false,,3,5817,29,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",REGRESSED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-ABS-002,evidence_gap,unsupported_absolute_certainty_guarantee,Dùng adapalene đúng cách có chắc chắn ngăn mụn tái phát suốt đời không?,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,1,ok,false,,5,5892,30,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-ABS-003,evidence_gap,unsupported_absolute_certainty_guarantee,Azelaic acid có cam kết không gây kích ứng ở bất kỳ loại da nào không?,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,2,ok,true,final_action_incorrect,3,5977,35,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|retrieval_noise|retry_used,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'retry', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-ABS-004,evidence_gap,unsupported_absolute_certainty_guarantee,Isotretinoin có bảo đảm người bị mụn nặng sẽ không để lại sẹo không?,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,1,ok,false,,5,5990,27,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-ABS-005,evidence_gap,unsupported_absolute_certainty_guarantee,Salicylic acid có hiệu quả với toàn bộ người bị mụn đầu đen không?,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,1,ok,false,,5,5889,25,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-ABS-006,evidence_gap,unsupported_absolute_certainty_guarantee,Chế độ ăn tải đường huyết thấp có chắc chắn chữa dứt điểm mụn mà không cần thuốc không?,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,1,ok,false,,4,5964,21,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",REGRESSED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-ABS-007,evidence_gap,unsupported_absolute_certainty_guarantee,Dưỡng ẩm không gây bít tắc có bảo đảm không bao giờ nổi mụn mới không?,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,1,ok,false,,3,5824,25,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-ABS-008,evidence_gap,unsupported_absolute_certainty_guarantee,Kem chống nắng không dầu có chắc chắn ngăn hoàn toàn mọi vết thâm sau mụn không?,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,1,ok,false,,4,5895,28,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.1-flash-lite,true,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|provider_fallback|retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",REGRESSED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-ABS-009,evidence_gap,unsupported_absolute_certainty_guarantee,Phối hợp clindamycin với benzoyl peroxide có bảo đảm không bao giờ xuất hiện kháng kháng sinh không?,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,1,ok,false,,3,5681,25,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-ABS-010,evidence_gap,unsupported_absolute_certainty_guarantee,Quang trị liệu có chắc chắn làm sạch mụn vĩnh viễn sau một liệu trình không?,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,1,ok,false,,5,5823,26,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-EXA-001,evidence_gap,unsupported_exact_quantity_time,Chính xác bao nhiêu ngày adapalene sẽ làm hết toàn bộ nhân mụn?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,2,ok,true,final_action_correct,3,5939,36,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,retrieval_noise|retry_used,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'retry', 'abstain']",Correct evidence-gap rejection.
GAP-EXA-002,evidence_gap,unsupported_exact_quantity_time,Sau đúng bao nhiêu phút benzoyl peroxide bắt đầu tiêu diệt C. acnes?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,1,ok,false,,4,5925,28,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'abstain']",Correct evidence-gap rejection.
GAP-EXA-003,evidence_gap,unsupported_exact_quantity_time,Mỗi lần bôi azelaic acid cần chính xác bao nhiêu gam cho toàn mặt?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,1,ok,false,,5,5800,26,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'abstain']",Correct evidence-gap rejection.
GAP-EXA-004,evidence_gap,unsupported_exact_quantity_time,Mỗi lần rửa da mụn cần chính xác bao nhiêu mililit sữa rửa mặt?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,1,ok,false,,5,5863,31,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'abstain']",Correct evidence-gap rejection.
GAP-EXA-005,evidence_gap,unsupported_exact_quantity_time,Nước rửa mặt cho da mụn phải đúng bao nhiêu độ C?,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,1,ok,false,,8,5678,24,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|full_8_item_pack|retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",REGRESSED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-EXA-006,evidence_gap,unsupported_exact_quantity_time,Da mụn cần chính xác bao nhiêu gam kem chống nắng cho mỗi lần bôi mặt?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,2,ok,true,final_action_correct,8,3740,28,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,full_8_item_pack|retrieval_noise|retry_used,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'retry', 'abstain']",Correct evidence-gap rejection.
GAP-EXA-007,evidence_gap,unsupported_exact_quantity_time,Benzoyl peroxide làm giảm chính xác bao nhiêu phần trăm số lượng C. acnes sau một ngày?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,1,ok,false,,4,5988,31,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'abstain']",Correct evidence-gap rejection.
GAP-EXA-008,evidence_gap,unsupported_exact_quantity_time,Sau một tuần adapalene làm giảm chính xác bao nhiêu phần trăm bã nhờn?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,1,ok,false,,5,5916,29,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'abstain']",Correct evidence-gap rejection.
GAP-EXA-009,evidence_gap,unsupported_exact_quantity_time,Ba buổi điều trị sẹo sẽ cải thiện chính xác bao nhiêu milimet độ sâu sẹo?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,0,not_started,false,,0,0,0,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=None; decisions=['abstain'],Correct evidence-gap rejection.
GAP-EXA-010,evidence_gap,unsupported_exact_quantity_time,Một nhân mụn đóng mất chính xác bao nhiêu giờ để chuyển thành sẩn viêm?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,1,ok,false,,4,5964,27,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'abstain']",Correct evidence-gap rejection.
GAP-REL-001,evidence_gap,unsupported_comparison_relationship_specificity,Nhãn adapalene nào có hiệu quả cao nhất tuyệt đối trong tất cả sản phẩm đang bán?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,0,not_started,false,,0,0,0,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=None; decisions=['abstain'],Correct evidence-gap rejection.
GAP-REL-002,evidence_gap,unsupported_comparison_relationship_specificity,"Benzoyl peroxide 2,5% vượt 5% chính xác bao nhiêu phần trăm về hiệu quả?",abstain,evidence_gap,generate,evidence_sufficient,,,,,false,1,ok,false,,3,5843,27,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",REGRESSED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-REL-003,evidence_gap,unsupported_comparison_relationship_specificity,"Azelaic acid hay salicylic acid đứng hạng nhất về giảm sẩn viêm, với chênh lệch chính xác bao nhiêu?",abstain,evidence_gap,abstain,evidence_gap,,,,,true,1,ok,false,,7,5963,25,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",IMPROVED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'abstain']",Correct evidence-gap rejection.
GAP-REL-004,evidence_gap,unsupported_comparison_relationship_specificity,Gel adapalene hấp thu qua da gấp chính xác bao nhiêu lần dạng kem?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,1,ok,false,,3,5815,26,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'abstain']",Correct evidence-gap rejection.
GAP-REL-005,evidence_gap,unsupported_comparison_relationship_specificity,Ánh sáng xanh có vượt ánh sáng đỏ một tỷ lệ chính xác nào trong trị mụn không?,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,1,ok,false,,4,5979,26,0,0,5991f3c8effb67091fd6274c,gemini,gemini-3.5-flash-lite,gemini,gemini-3.5-flash-lite,false,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,false_generate_gap|retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",REGRESSED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'generate']",Nearby/general evidence was marked usable and the structured action generated instead of rejecting the unsupported requirement.
GAP-REL-006,evidence_gap,unsupported_comparison_relationship_specificity,Thương hiệu kem dưỡng nào được chứng minh tương thích nhất riêng với Epiduo?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,1,ok,false,,4,5984,28,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'abstain']",Correct evidence-gap rejection.
GAP-REL-007,evidence_gap,unsupported_comparison_relationship_specificity,Biến thể gene cụ thể nào dự đoán chắc chắn đáp ứng với benzoyl peroxide?,abstain,evidence_gap,abstain,evidence_gap,,,,,true,1,ok,false,,3,5802,30,0,0,5991f3c8effb67091fd6274c,,,system,,false,PASS,none,,retrieval_noise,"{""claim_f1"": null, ""claim_recall"": null, ""context_precision"": null, ""faithfulness"": null}",UNCHANGED,"gold_ids=0; candidate_hits=0; pack_hits=0; CR=; response_recall=0.0000; response_precision=0.0000; faithfulness=; assessment=provenance_complete_evidence_available; decisions=['retrieve', 'abstain']",Correct evidence-gap rejection.
